# Source: K. Bogumil, J. Orphal, and J. P. Burrows
# University of Bremen - Institute of Environmental Physics
# P. O. Box 33 04 40
# D-28334 Bremen, Germany
# e-mail: Konstanze.Bogumil@iup.physik.uni-bremen.de
# SIGMA = (C0 + C1*(T-T0) + C2*(T-T0)^2) * 1.E-20 cm^2
# where T0 = 273.15 and T is in Kelvin
#
# wavelength
# (air nm)         C0          C1(T-T0)         C2((T-T0)^2)
   254.0      1.60392e+01      6.50454e-04     -1.17596e-04
   254.1      1.57166e+01      3.82540e-03     -1.07079e-04
   254.2      1.56126e+01      5.20553e-03     -9.31046e-05
   254.3      1.56454e+01      4.26132e-03     -9.10014e-05
   254.4      1.58148e+01      2.41025e-03     -9.18389e-05
   254.5      1.61942e+01      1.20046e-03     -9.32286e-05
   254.6      1.65496e+01      1.40445e-03     -8.94917e-05
   254.7      1.65488e+01      2.25012e-03     -9.85427e-05
   254.8      1.62787e+01      3.09015e-03     -1.15597e-04
   254.9      1.62661e+01      4.25981e-03     -9.06630e-05
   255.0      1.64407e+01      3.13078e-03     -9.29969e-05
   255.1      1.64775e+01      2.50967e-03     -1.10153e-04
   255.2      1.69337e+01      1.71054e-03     -1.02741e-04
   255.3      1.84097e+01     -2.88646e-03     -7.22471e-05
   255.4      2.03819e+01     -1.00170e-02     -5.66549e-05
   255.5      2.15024e+01     -1.18115e-02     -7.58503e-05
   255.6      2.15233e+01     -8.40829e-03     -1.03593e-04
   255.7      2.13298e+01     -4.63157e-03     -1.02790e-04
   255.8      2.14439e+01     -3.85542e-03     -9.48970e-05
   255.9      2.14037e+01     -3.93597e-03     -1.14570e-04
   256.0      2.05688e+01     -5.27640e-04     -1.40687e-04
   256.1      1.92540e+01      5.18192e-03     -1.26077e-04
   256.2      1.79871e+01      8.99421e-03     -1.22171e-04
   256.3      1.70648e+01      1.09971e-02     -1.30157e-04
   256.4      1.64589e+01      1.27164e-02     -1.26297e-04
   256.5      1.59995e+01      1.43517e-02     -1.12760e-04
   256.6      1.56689e+01      1.47158e-02     -1.01868e-04
   256.7      1.58860e+01      1.21505e-02     -7.33853e-05
   256.8      1.73662e+01      4.80343e-03     -3.70611e-05
   256.9      1.90853e+01     -3.73486e-03     -3.93467e-05
   257.0      1.94906e+01     -4.72178e-03     -6.56173e-05
   257.1      1.86974e+01      1.74264e-03     -8.42470e-05
   257.2      1.87103e+01      4.54900e-03     -7.58810e-05
   257.3      2.09851e+01     -2.27429e-03     -1.73359e-05
   257.4      2.41481e+01     -1.45007e-02     -1.45628e-05
   257.5      2.56355e+01     -1.89061e-02     -7.80666e-05
   257.6      2.52055e+01     -1.30800e-02     -1.12118e-04
   257.7      2.37699e+01     -4.00249e-03     -1.21392e-04
   257.8      2.18111e+01      4.17052e-03     -1.60106e-04
   257.9      2.00096e+01      1.22606e-02     -1.41917e-04
   258.0      1.94475e+01      1.39872e-02     -1.14135e-04
   258.1      2.08178e+01      7.45681e-03     -7.40370e-05
   258.2      2.32472e+01     -2.47621e-03     -3.81653e-05
   258.3      2.49959e+01     -7.65492e-03     -4.05639e-05
   258.4      2.52654e+01     -5.38094e-03     -7.38453e-05
   258.5      2.47787e+01     -1.44916e-03     -9.48212e-05
   258.6      2.38618e+01      2.59928e-03     -1.14469e-04
   258.7      2.26483e+01      7.43508e-03     -1.19874e-04
   258.8      2.14428e+01      1.20550e-02     -1.23312e-04
   258.9      2.09318e+01      1.39712e-02     -1.06070e-04
   259.0      2.17664e+01      9.67688e-03     -5.95032e-05
   259.1      2.34941e+01     -3.95110e-04     -3.59536e-05
   259.2      2.43080e+01     -5.81664e-03     -4.98667e-05
   259.3      2.41536e+01     -4.65243e-03     -6.81417e-05
   259.4      2.39394e+01     -3.05487e-03     -8.05067e-05
   259.5      2.42754e+01     -4.22207e-03     -8.49131e-05
   259.6      2.49240e+01     -6.18064e-03     -9.15934e-05
   259.7      2.54434e+01     -6.32036e-03     -1.04916e-04
   259.8      2.60775e+01     -5.49622e-03     -9.50769e-05
   259.9      2.67751e+01     -7.74769e-03     -8.32440e-05
   260.0      2.66865e+01     -6.44504e-03     -8.95955e-05
   260.1      2.59906e+01     -1.76641e-03     -1.00039e-04
   260.2      2.57235e+01      5.41948e-04     -9.69329e-05
   260.3      2.61399e+01     -2.10102e-04     -8.70937e-05
   260.4      2.62766e+01      1.29406e-03     -9.19717e-05
   260.5      2.60619e+01      5.48301e-03     -1.07026e-04
   260.6      2.68305e+01      6.50820e-03     -6.66386e-05
   260.7      2.83006e+01      2.37076e-03     -4.42603e-05
   260.8      2.88220e+01      9.48208e-04     -7.66891e-05
   260.9      2.79807e+01      5.46408e-03     -1.08598e-04
   261.0      2.73342e+01      7.79525e-03     -9.93382e-05
   261.1      2.81753e+01      3.51284e-03     -7.07553e-05
   261.2      3.04700e+01     -4.93452e-03     -3.29557e-05
   261.3      3.30415e+01     -1.37280e-02     -2.09567e-05
   261.4      3.44608e+01     -1.63272e-02     -5.04068e-05
   261.5      3.40895e+01     -1.10746e-02     -1.07798e-04
   261.6      3.24196e+01     -1.62137e-03     -1.36667e-04
   261.7      3.06744e+01      7.08490e-03     -1.03804e-04
   261.8      3.01327e+01      7.94637e-03     -9.88266e-05
   261.9      3.11966e+01      2.53753e-03     -7.18859e-05
   262.0      3.31328e+01     -6.18416e-03     -5.74989e-05
   262.1      3.43762e+01     -9.81465e-03     -8.60473e-05
   262.2      3.43322e+01     -6.60252e-03     -1.13016e-04
   262.3      3.36028e+01     -2.66029e-03     -1.05642e-04
   262.4      3.24670e+01      1.43185e-03     -1.07909e-04
   262.5      3.10212e+01      6.95660e-03     -1.15278e-04
   262.6      3.02951e+01      9.65948e-03     -1.02769e-04
   262.7      3.06491e+01      7.49752e-03     -9.55229e-05
   262.8      3.13179e+01      3.88383e-03     -1.04750e-04
   262.9      3.12054e+01      4.74379e-03     -1.11566e-04
   263.0      3.04620e+01      9.08812e-03     -1.00081e-04
   263.1      3.05698e+01      7.60775e-03     -7.67351e-05
   263.2      3.11292e+01      3.31229e-03     -6.85348e-05
   263.3      3.05842e+01      4.32476e-03     -7.77694e-05
   263.4      2.87196e+01      1.01202e-02     -8.97033e-05
   263.5      2.70321e+01      1.52151e-02     -8.79166e-05
   263.6      2.76487e+01      1.13039e-02     -2.15787e-05
   263.7      3.11940e+01     -5.93706e-03      8.59862e-05
   263.8      3.49406e+01     -2.38872e-02      6.09049e-05
   263.9      3.49450e+01     -2.22124e-02     -4.68808e-05
   264.0      3.30781e+01     -9.05886e-03     -1.03453e-04
   264.1      3.22246e+01     -2.22129e-03     -1.12750e-04
   264.2      3.33605e+01     -4.83502e-03     -7.82079e-05
   264.3      3.56342e+01     -1.05783e-02     -4.78265e-05
   264.4      3.74695e+01     -1.37702e-02     -9.51071e-05
   264.5      3.83173e+01     -1.07580e-02     -1.28664e-04
   264.6      4.01774e+01     -1.14107e-02     -8.05131e-05
   264.7      4.28387e+01     -1.85501e-02     -5.32146e-05
   264.8      4.31749e+01     -1.68018e-02     -1.01853e-04
   264.9      4.10795e+01     -4.83241e-03     -1.63479e-04
   265.0      3.88336e+01      6.34236e-03     -1.86099e-04
   265.1      3.76610e+01      1.15310e-02     -1.77216e-04
   265.2      3.80896e+01      9.05049e-03     -1.20023e-04
   265.3      4.06351e+01     -4.15734e-03     -2.76098e-05
   265.4      4.27087e+01     -1.78708e-02     -4.25639e-05
   265.5      4.17422e+01     -1.46156e-02     -1.04790e-04
   265.6      3.85737e+01      1.68049e-03     -1.36471e-04
   265.7      3.55904e+01      1.56028e-02     -1.49787e-04
   265.8      3.45608e+01      1.91819e-02     -1.28943e-04
   265.9      3.65561e+01      9.78222e-03     -3.01738e-05
   266.0      4.08375e+01     -1.14645e-02      2.19665e-05
   266.1      4.40183e+01     -2.31998e-02     -1.93219e-05
   266.2      4.47838e+01     -2.04789e-02     -9.56277e-05
   266.3      4.48411e+01     -1.34732e-02     -1.35341e-04
   266.4      4.50150e+01     -9.17671e-03     -1.43102e-04
   266.5      4.42208e+01     -4.24209e-03     -1.57580e-04
   266.6      4.21734e+01      4.75956e-03     -1.77014e-04
   266.7      4.06279e+01      1.08094e-02     -1.71888e-04
   266.8      4.15650e+01      6.42228e-03     -8.76358e-05
   266.9      4.58045e+01     -1.26216e-02      4.78151e-05
   267.0      4.93127e+01     -2.91419e-02      2.73087e-05
   267.1      4.83915e+01     -2.34643e-02     -8.57671e-05
   267.2      4.47993e+01     -4.90298e-03     -1.54787e-04
   267.3      4.22927e+01      4.96430e-03     -1.95719e-04
   267.4      4.08369e+01      9.78075e-03     -1.86738e-04
   267.5      4.00580e+01      1.42984e-02     -1.61407e-04
   267.6      4.19230e+01      8.31516e-03     -7.32404e-05
   267.7      4.54784e+01     -7.27743e-03     -4.71422e-05
   267.8      4.67689e+01     -1.16225e-02     -8.21910e-05
   267.9      4.47019e+01      2.97604e-04     -1.27198e-04
   268.0      4.16300e+01      1.41150e-02     -1.59345e-04
   268.1      3.96039e+01      2.05227e-02     -1.48276e-04
   268.2      4.00121e+01      1.56883e-02     -8.45406e-05
   268.3      4.41846e+01     -2.98808e-03      8.66051e-05
   268.4      5.04576e+01     -2.98047e-02      1.58933e-04
   268.5      5.63084e+01     -4.87320e-02      1.60831e-04
   268.6      6.01273e+01     -5.61007e-02      1.13707e-04
   268.7      6.01326e+01     -4.74910e-02      8.89492e-06
   268.8      5.59003e+01     -2.14044e-02     -1.12026e-04
   268.9      5.03012e+01      4.81936e-03     -2.15507e-04
   269.0      4.61463e+01      2.03211e-02     -2.54286e-04
   269.1      4.45804e+01      2.37079e-02     -2.27641e-04
   269.2      4.56038e+01      2.00505e-02     -1.55142e-04
   269.3      4.87642e+01      7.34098e-03     -8.39761e-05
   269.4      5.08490e+01     -2.54094e-03     -8.37565e-05
   269.5      4.91125e+01      4.46226e-03     -1.33995e-04
   269.6      4.54220e+01      1.91385e-02     -1.56664e-04
   269.7      4.38603e+01      2.06378e-02     -1.34691e-04
   269.8      4.52140e+01      8.01816e-03     -6.41519e-05
   269.9      4.74293e+01     -7.07589e-03     -6.39325e-05
   270.0      4.97480e+01     -1.69621e-02     -6.75047e-05
   270.1      5.27276e+01     -2.77715e-02     -4.20691e-05
   270.2      5.50608e+01     -3.69854e-02     -7.08108e-05
   270.3      5.47145e+01     -3.35219e-02     -1.43187e-04
   270.4      5.21773e+01     -1.95052e-02     -1.88878e-04
   270.5      5.02324e+01     -1.07048e-02     -2.23457e-04
   270.6      5.04784e+01     -1.11474e-02     -1.75597e-04
   270.7      5.11064e+01     -1.21284e-02     -1.84618e-04
   270.8      4.96410e+01     -5.43546e-04     -2.26576e-04
   270.9      4.74432e+01      1.45739e-02     -2.36539e-04
   271.0      4.76190e+01      1.41524e-02     -1.58637e-04
   271.1      5.07966e+01     -4.79261e-03     -5.71598e-05
   271.2      5.44307e+01     -2.43150e-02     -5.29941e-05
   271.3      5.59276e+01     -2.79401e-02     -1.16532e-04
   271.4      5.56704e+01     -2.20959e-02     -1.44852e-04
   271.5      5.61628e+01     -2.00068e-02     -1.11602e-04
   271.6      5.74687e+01     -2.41776e-02     -1.20312e-04
   271.7      5.85381e+01     -2.60779e-02     -1.38073e-04
   271.8      5.95255e+01     -2.61490e-02     -1.37878e-04
   271.9      6.03635e+01     -2.49340e-02     -1.60203e-04
   272.0      6.03754e+01     -1.96190e-02     -2.04144e-04
   272.1      5.98283e+01     -1.32817e-02     -2.13974e-04
   272.2      5.97401e+01     -9.39067e-03     -1.74609e-04
   272.3      6.10343e+01     -1.34486e-02     -1.08239e-04
   272.4      6.15096e+01     -1.38125e-02     -1.36782e-04
   272.5      6.02832e+01     -4.02752e-03     -1.92670e-04
   272.6      5.95918e+01      2.22761e-03     -1.93709e-04
   272.7      6.07791e+01     -2.65614e-03     -1.48886e-04
   272.8      6.19972e+01     -8.67833e-03     -1.20572e-04
   272.9      6.15705e+01     -7.92337e-03     -1.36208e-04
   273.0      6.06748e+01     -4.81461e-03     -1.47508e-04
   273.1      5.98905e+01     -2.68452e-03     -1.48076e-04
   273.2      5.99514e+01     -3.64071e-03     -1.41020e-04
   273.3      6.25238e+01     -1.04499e-02     -3.06278e-05
   273.4      6.79048e+01     -2.71149e-02      1.14619e-04
   273.5      7.25176e+01     -4.06102e-02      1.34782e-04
   273.6      7.28105e+01     -3.31678e-02      1.36362e-05
   273.7      7.01465e+01     -1.24722e-02     -1.09520e-04
   273.8      6.81367e+01     -1.67760e-03     -1.51038e-04
   273.9      6.62796e+01      1.97794e-03     -1.74197e-04
   274.0      6.23668e+01      1.29244e-02     -1.95321e-04
   274.1      5.71527e+01      2.65982e-02     -2.06113e-04
   274.2      5.31319e+01      3.37443e-02     -2.02567e-04
   274.3      5.18369e+01      3.12191e-02     -1.71208e-04
   274.4      5.34414e+01      1.93971e-02     -9.94984e-05
   274.5      5.72364e+01      4.16342e-04     -1.50933e-05
   274.6      6.19673e+01     -2.17488e-02      5.25267e-05
   274.7      6.61330e+01     -4.03825e-02      9.41870e-05
   274.8      6.82892e+01     -4.50291e-02      4.03590e-05
   274.9      6.83388e+01     -3.76713e-02     -4.42997e-05
   275.0      6.73566e+01     -2.69126e-02     -1.26194e-04
   275.1      6.73989e+01     -2.31778e-02     -1.28583e-04
   275.2      6.80462e+01     -2.28785e-02     -1.22869e-04
   275.3      6.76941e+01     -1.53735e-02     -1.61611e-04
   275.4      6.70370e+01     -5.97235e-03     -1.65963e-04
   275.5      6.68121e+01     -3.27104e-03     -1.32358e-04
   275.6      6.49386e+01      4.65542e-03     -1.58530e-04
   275.7      6.27985e+01      1.21734e-02     -1.78615e-04
   275.8      6.32746e+01      6.25668e-03     -1.35705e-04
   275.9      6.35131e+01      3.75848e-04     -1.29967e-04
   276.0      6.16773e+01      3.01998e-03     -1.31411e-04
   276.1      5.98840e+01      4.62300e-03     -1.00642e-04
   276.2      6.00056e+01     -4.21720e-04     -8.31334e-05
   276.3      6.26228e+01     -1.16791e-02     -4.92625e-06
   276.4      6.79757e+01     -3.27944e-02      1.80427e-04
   276.5      7.33676e+01     -5.43741e-02      2.00964e-04
   276.6      7.47078e+01     -5.17008e-02      7.94960e-05
   276.7      7.30138e+01     -3.22769e-02     -1.82556e-05
   276.8      7.03584e+01     -1.02720e-02     -1.19914e-04
   276.9      6.74151e+01      9.69192e-03     -1.96081e-04
   277.0      6.58970e+01      2.04680e-02     -1.76177e-04
   277.1      6.83904e+01      9.12833e-03      4.68623e-06
   277.2      7.31485e+01     -1.41969e-02      1.60879e-04
   277.3      7.41639e+01     -1.49224e-02      6.50317e-05
   277.4      7.01567e+01      1.00661e-02     -5.47623e-05
   277.5      6.63814e+01      2.33006e-02     -1.20262e-04
   277.6      6.45128e+01      2.41954e-02     -1.18616e-04
   277.7      6.62390e+01      1.09572e-02      5.44607e-05
   277.8      7.17440e+01     -1.73553e-02      2.86136e-04
   277.9      7.75218e+01     -4.32436e-02      3.57914e-04
   278.0      8.08497e+01     -5.33070e-02      3.00640e-04
   278.1      8.17262e+01     -5.05245e-02      2.42147e-04
   278.2      8.02116e+01     -3.71194e-02      1.46387e-04
   278.3      7.61041e+01     -1.24139e-02     -5.31003e-07
   278.4      7.07702e+01      1.15916e-02     -9.24003e-05
   278.5      6.60435e+01      2.79448e-02     -1.24228e-04
   278.6      6.18189e+01      4.32569e-02     -1.49990e-04
   278.7      6.00278e+01      5.14538e-02     -1.06580e-04
   278.8      6.39889e+01      3.48330e-02      1.76280e-04
   278.9      7.32960e+01     -5.74664e-03      5.13144e-04
   279.0      8.24605e+01     -4.24739e-02      6.18159e-04
   279.1      8.51714e+01     -4.69447e-02      4.97783e-04
   279.2      8.02478e+01     -1.98615e-02      2.66683e-04
   279.3      7.26577e+01      1.24385e-02      4.63153e-05
   279.4      6.59345e+01      3.52180e-02     -4.93377e-05
   279.5      6.15777e+01      4.66143e-02     -5.58512e-05
   279.6      6.36171e+01      3.56370e-02      2.14489e-04
   279.7      7.45341e+01     -1.04794e-02      9.06586e-04
   279.8      8.77383e+01     -6.88300e-02      1.24700e-03
   279.9      9.32604e+01     -8.35760e-02      9.64557e-04
   280.0      9.00269e+01     -4.83840e-02      5.41299e-04
   280.1      8.51913e+01     -1.41821e-02      2.18549e-04
   280.2      8.24383e+01      6.24440e-03      1.53456e-04
   280.3      8.01282e+01      2.43171e-02      1.06790e-04
   280.4      7.65440e+01      4.55669e-02      3.26786e-05
   280.5      7.39139e+01      5.38034e-02      2.14074e-06
   280.6      7.28658e+01      4.75319e-02      2.93118e-05
   280.7      7.20075e+01      4.13814e-02      8.39384e-05
   280.8      6.95653e+01      4.24573e-02      8.06648e-05
   280.9      6.63911e+01      4.55836e-02      5.29556e-05
   281.0      6.59623e+01      3.82202e-02      1.24867e-04
   281.1      6.94890e+01      1.52808e-02      2.37949e-04
   281.2      7.36423e+01     -4.24455e-03      2.40196e-04
   281.3      7.62072e+01     -1.25562e-02      2.14383e-04
   281.4      8.03018e+01     -2.79399e-02      3.83410e-04
   281.5      8.61936e+01     -5.28651e-02      5.76400e-04
   281.6      8.92981e+01     -5.80824e-02      5.25541e-04
   281.7      8.92246e+01     -4.58427e-02      3.65927e-04
   281.8      8.94758e+01     -3.96214e-02      3.34754e-04
   281.9      8.95347e+01     -3.35210e-02      2.86104e-04
   282.0      8.70256e+01     -1.56811e-02      8.37674e-05
   282.1      8.36767e+01     -2.63169e-03     -4.09956e-05
   282.2      7.98468e+01      5.57919e-03     -1.17144e-04
   282.3      7.46924e+01      1.95398e-02     -2.46967e-04
   282.4      6.96100e+01      3.09408e-02     -3.47801e-04
   282.5      6.72121e+01      2.71738e-02     -3.46263e-04
   282.6      6.67784e+01      1.51262e-02     -3.20435e-04
   282.7      6.57459e+01      1.08871e-02     -3.45882e-04
   282.8      6.33376e+01      1.55898e-02     -3.65577e-04
   282.9      6.09891e+01      1.96814e-02     -3.83372e-04
   283.0      6.25851e+01      1.25070e-02     -1.68345e-04
   283.1      7.24153e+01     -2.51522e-02      5.43513e-04
   283.2      8.65618e+01     -9.05998e-02      8.92994e-04
   283.3      9.36994e+01     -1.12649e-01      5.79439e-04
   283.4      9.22783e+01     -8.48119e-02      1.96333e-04
   283.5      8.88415e+01     -5.71194e-02     -5.54124e-05
   283.6      8.59280e+01     -4.13919e-02     -2.02504e-04
